project_type,land_area,affected_families,documentation_completion,compensation_completion,legal_disputes,approval_delay_days,rr_completion,possession_completion,stakeholder_response_days,historical_delay_rate,delayed,actual_delay_days
Highway,330.0,299,70.8,47.5,4,11,64.6,44.3,6,9.4,0,0
Highway,508.4,417,100.0,95.7,0,44,100.0,73.9,8,17.7,0,0
Highway,136.9,52,88.1,94.5,1,20,85.6,100.0,4,10.5,0,0
Highway,563.1,947,65.7,78.1,2,58,100.0,85.8,7,25.2,0,0
Highway,160.4,34,100.0,79.0,0,44,61.8,26.2,7,17.6,0,0
Highway,988.7,804,54.5,62.4,1,25,29.8,12.9,4,11.8,0,0
Highway,616.6,228,48.5,35.3,2,33,48.9,25.7,9,10.4,1,368
Railway,173.3,236,65.3,46.4,1,28,50.9,41.4,9,8.5,0,0
Railway,90.8,90,59.9,58.9,3,7,43.9,33.3,11,25.4,0,0
Railway,170.3,154,66.2,60.5,0,24,19.1,0.0,9,17.9,0,0
Railway,152.7,100,84.8,62.8,0,23,83.5,84.5,7,26.3,0,0
Highway,403.9,646,71.5,74.8,3,19,25.8,28.3,12,25.1,1,331
Highway,45.4,30,71.9,76.6,1,29,81.6,79.8,8,23.8,0,0
Highway,69.8,138,72.9,68.2,3,24,100.0,90.6,1,33.1,0,0
Industrial Corridor,396.3,174,35.0,9.1,1,26,47.4,62.6,3,9.8,1,193
Urban Infrastructure,147.6,114,47.8,17.2,0,56,70.8,50.8,4,33.2,0,0
Urban Infrastructure,194.3,227,65.8,59.2,3,22,55.0,48.5,4,30.3,0,0
Railway,461.2,474,58.5,60.5,2,37,79.5,57.7,9,23.8,0,0
Irrigation,523.0,386,68.3,45.4,0,20,39.1,61.9,14,17.1,1,26
Highway,597.9,140,94.5,100.0,0,56,60.4,38.5,10,26.4,0,0
Industrial Corridor,436.4,369,70.8,59.3,3,32,85.4,56.3,8,30.9,1,30
Industrial Corridor,236.6,144,50.8,43.4,3,25,62.0,46.4,2,10.6,0,0
Industrial Corridor,222.6,116,59.3,33.2,0,13,30.4,20.9,1,32.7,1,34
Urban Infrastructure,204.1,247,99.4,71.9,0,57,87.8,65.8,16,45.1,0,0
Railway,102.9,20,96.5,100.0,1,42,37.1,9.0,5,25.3,0,0
Industrial Corridor,132.5,100,81.5,71.2,1,12,64.6,47.8,9,40.3,0,0
Industrial Corridor,549.0,51,47.0,47.0,4,5,74.7,56.7,9,31.2,0,0
Highway,159.5,165,76.9,73.0,0,17,65.4,31.5,22,28.9,1,85
Urban Infrastructure,103.5,126,78.1,61.5,2,9,100.0,79.6,18,18.3,0,0
Highway,578.3,485,72.4,69.1,2,18,77.7,80.7,24,22.2,0,0
Urban Infrastructure,316.4,181,62.9,52.2,2,35,59.0,31.0,10,15.2,1,20
Industrial Corridor,759.8,1204,66.2,44.8,4,42,75.1,68.0,17,36.4,1,154
Highway,709.7,1168,61.8,32.6,5,5,67.2,57.7,3,17.8,1,158
Irrigation,111.4,104,53.7,41.7,0,7,63.9,53.3,22,45.4,1,53
Highway,254.4,454,93.9,84.3,0,9,67.9,44.4,12,30.8,0,0
Industrial Corridor,124.6,55,86.1,93.6,0,24,54.3,19.1,6,30.3,0,0
Industrial Corridor,123.7,88,67.4,37.2,1,43,67.3,57.9,12,11.4,0,0
Irrigation,199.7,26,77.6,62.7,0,20,52.9,17.9,14,33.3,1,40
Urban Infrastructure,411.6,145,78.2,68.3,1,5,25.1,13.6,10,23.6,0,0
Highway,413.3,137,100.0,90.8,1,26,85.8,55.8,1,19.8,0,0
Highway,380.1,391,86.0,73.0,0,15,51.7,39.7,15,18.8,0,0
Railway,236.0,87,85.4,66.6,0,15,65.8,64.2,7,12.3,0,0
Highway,427.9,81,72.6,52.1,0,23,47.8,10.0,10,26.1,1,94
Railway,102.2,50,65.0,34.4,1,30,48.4,48.2,4,24.2,1,284
Highway,319.9,171,94.1,82.7,1,40,42.2,43.0,6,11.6,0,0
Railway,277.3,85,82.4,49.8,1,44,82.0,91.8,5,31.7,0,0
Railway,225.9,181,58.7,35.9,3,37,86.8,58.8,3,49.4,1,83
Urban Infrastructure,328.4,292,79.3,72.1,0,34,63.5,31.9,1,10.3,0,0
Highway,41.1,10,85.4,100.0,1,6,52.3,37.7,6,24.8,0,0
Urban Infrastructure,126.6,142,38.5,29.3,2,32,29.1,34.9,4,44.2,1,59
Railway,390.1,163,57.2,27.4,4,19,78.9,70.0,8,17.4,0,0
Railway,272.3,144,77.8,80.7,2,44,49.5,45.0,9,30.8,0,0
Railway,76.0,75,41.2,32.0,3,14,40.7,47.2,18,30.3,1,82
Railway,267.9,143,43.7,33.4,1,17,63.6,61.9,1,33.2,0,0
Highway,183.2,65,67.7,46.5,2,12,56.3,39.7,5,46.2,1,33
Railway,557.9,431,79.9,77.3,3,14,32.6,32.7,14,6.3,1,38
Highway,108.7,149,80.6,84.8,3,50,35.4,22.0,9,28.1,1,15
Railway,112.0,143,97.3,81.3,1,13,69.7,87.3,10,20.5,0,0
Irrigation,357.2,179,73.3,75.7,0,22,49.9,15.7,8,25.6,0,0
Railway,242.9,97,66.0,83.7,2,14,73.2,70.1,13,26.5,1,32
Industrial Corridor,234.6,107,51.1,17.3,1,22,65.9,43.8,8,22.8,1,102
Highway,992.3,1274,65.8,44.8,2,26,84.0,72.2,8,14.0,1,64
Urban Infrastructure,421.0,189,83.3,48.9,0,32,46.4,31.4,4,14.8,1,56
Industrial Corridor,213.4,370,84.0,63.8,3,20,67.7,75.7,4,49.4,0,0
Urban Infrastructure,67.3,66,76.2,58.7,1,53,75.8,78.2,9,10.8,0,0
Industrial Corridor,204.6,147,80.8,67.6,1,5,50.5,52.6,6,39.5,0,0
Highway,99.4,49,92.4,87.0,2,12,85.5,76.1,2,14.6,0,0
Irrigation,133.3,104,73.2,58.0,1,12,29.7,0.8,5,27.0,1,49
Highway,136.9,49,93.9,93.6,0,10,46.3,30.8,12,47.6,1,65
Industrial Corridor,529.6,138,60.4,67.4,3,30,28.9,33.4,8,34.7,1,121
Irrigation,82.0,81,70.8,67.5,0,12,48.3,38.0,5,10.2,0,0
Highway,495.7,356,64.3,38.2,2,1,59.9,52.1,7,22.3,1,89
Urban Infrastructure,368.3,422,84.7,94.0,1,24,79.6,75.9,13,25.7,0,0
Highway,364.6,318,55.8,64.8,2,54,59.9,51.1,4,37.3,0,0
Irrigation,128.9,63,66.9,50.6,1,2,51.1,30.6,3,26.5,0,0
Industrial Corridor,453.6,579,42.2,40.0,3,29,32.0,33.8,8,24.3,1,23
Highway,116.8,62,81.5,66.7,1,39,38.7,34.9,5,44.9,1,15
Irrigation,673.4,998,91.9,70.0,3,13,69.2,45.5,8,43.4,1,68
Industrial Corridor,537.7,278,86.6,72.1,1,26,80.6,64.6,7,33.7,0,0
Highway,747.6,218,85.0,85.9,3,23,54.6,26.4,8,19.1,0,0
Railway,278.3,455,85.4,59.4,0,31,87.2,56.7,19,2.0,1,15
Highway,242.8,123,83.2,64.8,1,14,44.0,55.4,3,11.9,1,15
Irrigation,200.5,106,81.8,73.4,0,15,55.2,41.9,11,9.0,0,0
Highway,979.0,295,82.9,75.2,1,27,56.9,55.5,9,25.3,1,67
Urban Infrastructure,409.2,279,61.5,48.3,2,20,93.6,100.0,10,36.3,0,0
Urban Infrastructure,100.4,33,68.8,65.2,2,42,65.7,68.5,2,47.7,1,27
Highway,624.5,987,73.1,87.9,4,22,27.0,22.5,11,40.0,1,77
Railway,236.1,137,66.6,48.1,3,27,82.0,77.4,6,18.2,0,0
Irrigation,20.4,8,46.9,29.2,0,15,99.9,100.0,8,28.8,0,0
Industrial Corridor,152.3,115,52.2,76.4,4,15,58.0,49.2,7,30.4,0,0
Railway,537.4,1270,75.7,60.6,5,34,45.1,0.0,4,8.8,1,45
Highway,369.1,287,86.5,53.9,6,37,80.3,97.2,6,16.4,0,0
Highway,419.3,265,72.1,79.9,2,6,100.0,73.9,7,21.3,0,0
Urban Infrastructure,620.6,463,100.0,93.0,1,18,80.0,71.3,10,49.4,0,0
Railway,56.6,67,57.3,51.8,1,28,30.5,28.1,9,30.3,1,127
Urban Infrastructure,153.8,172,79.1,47.9,2,2,78.1,99.4,7,11.5,0,0
Railway,282.8,242,92.7,69.0,0,17,71.1,50.7,8,21.3,1,52
Urban Infrastructure,547.8,715,89.1,93.4,5,71,43.9,56.5,7,30.9,1,121
Highway,116.2,90,82.5,69.7,2,10,88.8,67.4,10,23.2,0,0
Highway,212.5,141,89.1,48.9,1,10,71.8,36.7,11,22.1,1,128
Urban Infrastructure,270.2,206,72.9,73.6,1,19,89.3,99.5,12,34.1,1,44
Urban Infrastructure,147.8,77,98.6,90.8,0,21,41.8,15.3,6,41.4,0,0
Highway,268.0,320,92.5,77.3,0,16,71.0,61.6,1,39.4,0,0
Railway,241.9,122,58.4,58.9,2,38,45.1,67.5,6,22.7,0,0
Railway,179.8,31,77.1,44.4,0,4,68.0,77.1,5,24.2,1,15
Railway,452.8,117,47.2,45.8,1,9,92.5,80.8,7,22.6,1,140
Highway,400.2,364,96.3,100.0,5,18,34.5,19.5,22,37.6,1,20
Urban Infrastructure,466.1,210,75.6,74.9,1,43,35.6,50.3,6,21.7,0,0
Highway,493.3,559,93.6,76.5,5,13,82.1,72.6,10,4.8,0,0
Industrial Corridor,721.7,521,70.3,73.5,3,9,62.7,41.3,11,31.3,0,0
Highway,73.3,87,42.3,30.1,1,3,86.4,62.4,9,31.8,1,47
Highway,81.3,15,100.0,84.1,0,8,46.9,44.1,2,21.5,0,0
Irrigation,427.7,214,74.1,83.0,1,3,64.0,48.4,7,46.4,0,0
Railway,192.8,76,56.0,55.9,0,12,76.8,51.7,10,20.0,0,0
Irrigation,174.6,459,90.3,77.4,1,30,67.2,45.4,4,41.6,0,0
Highway,154.7,86,100.0,82.2,0,26,27.2,4.8,2,11.3,0,0
Urban Infrastructure,476.9,122,68.8,68.3,2,31,100.0,89.3,10,29.0,0,0
Industrial Corridor,940.1,845,70.4,60.3,3,6,67.2,59.6,12,17.1,1,68
Urban Infrastructure,491.6,183,75.8,71.8,1,5,36.2,23.1,7,25.2,1,17
Highway,186.2,234,54.2,36.0,2,25,69.3,71.8,5,34.4,1,85
Railway,461.1,636,60.9,45.6,4,36,71.6,45.9,16,19.7,0,0
Railway,79.0,31,100.0,97.2,1,19,82.9,96.9,12,18.3,0,0
Irrigation,229.7,106,69.9,55.2,2,26,81.5,80.1,3,23.6,1,67
Highway,56.7,48,58.6,56.4,0,18,58.7,50.2,8,67.4,1,108
Highway,193.0,247,64.8,50.4,0,13,28.6,12.6,4,28.2,1,84
Railway,304.9,277,89.2,74.6,1,15,72.2,53.3,6,27.6,0,0
Highway,1050.2,584,40.4,5.0,3,35,30.2,0.0,14,30.8,1,15
Railway,576.4,169,76.1,72.8,0,18,87.3,77.1,14,7.1,0,0
Highway,57.9,106,100.0,94.0,1,35,48.3,50.1,5,36.1,0,0
Highway,63.6,59,100.0,100.0,0,22,75.7,68.9,10,33.8,0,0
Irrigation,148.6,304,81.2,87.7,2,12,49.9,45.7,4,6.4,0,0
Railway,807.7,808,93.1,91.5,6,28,53.2,36.4,21,52.4,1,166
Railway,60.6,115,92.9,75.6,2,19,47.0,54.0,2,26.0,1,32
Irrigation,155.6,67,70.0,51.7,1,41,77.3,70.9,6,13.7,0,0
Industrial Corridor,155.0,70,86.8,74.7,2,10,50.6,17.3,10,29.4,1,35
Railway,356.8,231,100.0,96.1,0,3,78.4,66.7,4,16.0,0,0
Irrigation,468.9,192,51.8,50.7,2,30,51.1,57.9,4,8.3,0,0
Urban Infrastructure,402.9,91,81.2,86.0,1,47,58.4,54.5,7,23.0,1,55
Irrigation,323.1,157,77.8,77.6,0,36,63.7,88.2,5,23.5,0,0
Urban Infrastructure,76.0,75,73.7,83.8,3,50,66.1,58.0,2,8.7,0,0
Industrial Corridor,288.7,92,72.2,45.2,1,57,44.5,10.8,7,17.4,1,51
Highway,632.0,217,75.7,42.0,0,17,77.1,85.9,10,14.6,0,0
Railway,770.1,389,77.0,96.1,2,8,57.6,70.4,6,22.1,0,0
Irrigation,350.2,133,89.9,77.9,1,1,73.9,74.7,7,33.1,1,32
Urban Infrastructure,58.5,31,79.6,67.8,1,3,62.7,39.9,9,27.6,0,0
Railway,354.4,240,69.2,58.3,2,29,74.7,40.1,18,25.6,0,0
Highway,241.3,81,58.6,58.9,0,4,54.8,39.1,6,5.9,0,0
Irrigation,68.0,35,64.4,42.1,2,24,47.2,57.5,9,25.7,0,0
Highway,110.5,79,76.2,62.5,1,30,71.5,62.8,7,14.0,0,0
Industrial Corridor,128.9,54,60.7,38.2,2,20,53.1,17.3,3,7.1,1,171
Railway,428.7,126,87.1,89.4,2,15,92.2,87.9,11,35.7,0,0
Industrial Corridor,749.5,331,78.9,90.3,0,9,64.4,53.3,15,11.4,0,0
Urban Infrastructure,385.5,222,90.3,76.2,0,52,35.5,22.9,10,27.0,1,17
Irrigation,437.9,96,61.8,67.3,3,9,51.3,65.5,1,20.6,0,0
Irrigation,253.9,254,58.7,35.9,1,15,43.0,19.0,6,15.5,0,0
Industrial Corridor,172.4,103,90.2,100.0,1,14,84.5,62.7,10,39.4,0,0
Industrial Corridor,392.7,174,74.1,72.7,0,32,78.5,99.4,13,19.4,0,0
Urban Infrastructure,326.1,80,68.8,69.4,2,22,61.8,72.8,2,20.1,1,83
Highway,139.0,129,83.2,79.9,1,6,68.8,74.3,3,17.9,0,0
Irrigation,311.1,432,82.6,70.9,2,34,61.2,41.0,9,27.9,0,0
Highway,266.2,133,51.9,38.4,1,9,80.2,82.5,8,24.2,0,0
Urban Infrastructure,211.2,411,94.2,77.2,2,24,73.4,58.4,7,18.3,1,42
Irrigation,167.7,117,65.4,46.8,0,49,77.0,70.7,17,15.9,0,0
Railway,350.0,249,99.2,93.6,0,11,59.2,49.1,18,25.5,1,23
Highway,176.4,205,50.7,13.2,1,12,50.4,34.0,4,18.8,1,242
Railway,940.9,899,77.1,49.7,3,17,76.3,63.2,2,45.0,1,225
Industrial Corridor,376.7,119,69.0,65.4,1,17,94.0,85.3,7,20.2,0,0
Highway,354.1,172,40.4,34.3,0,22,85.1,71.2,11,29.7,1,58
Highway,234.4,300,82.5,79.2,3,28,94.6,82.3,14,25.0,0,0
Urban Infrastructure,197.4,191,41.2,28.1,2,9,66.2,60.3,6,22.8,1,42
Industrial Corridor,45.4,89,67.3,72.9,1,19,43.6,41.1,4,35.9,0,0
Highway,146.8,129,89.7,92.8,0,7,45.4,8.2,9,32.4,1,32
Highway,57.2,56,63.5,85.8,2,31,90.6,88.2,6,32.2,1,15
Urban Infrastructure,56.4,25,57.5,55.1,0,40,25.8,0.0,7,32.0,1,15
Industrial Corridor,96.4,133,84.8,61.9,0,14,93.1,94.4,10,8.2,0,0
Irrigation,589.6,76,68.0,62.1,4,21,47.2,26.0,6,30.8,1,198
Highway,587.7,463,65.5,58.8,5,47,100.0,64.2,3,23.3,1,37
Highway,149.6,150,92.4,80.5,0,25,61.6,57.7,5,20.4,0,0
Highway,74.2,63,53.3,59.3,0,7,77.5,78.5,5,64.1,0,0
Industrial Corridor,190.6,133,64.6,56.2,0,4,100.0,97.4,5,9.8,0,0
Highway,425.8,278,85.9,65.4,1,10,56.4,47.7,2,25.0,0,0
Highway,512.6,368,52.3,40.0,0,16,56.1,42.3,20,24.1,1,60
Industrial Corridor,307.9,108,100.0,78.3,1,33,49.1,40.7,3,25.1,0,0
Urban Infrastructure,347.0,293,68.5,42.8,0,15,43.0,40.3,11,14.8,1,51
Industrial Corridor,323.9,144,86.0,68.7,0,7,56.4,18.1,4,28.5,1,117
Railway,61.4,31,86.0,88.0,2,15,51.9,45.9,6,13.6,0,0
Railway,81.4,26,69.6,66.4,0,16,38.0,38.3,7,29.1,1,63
Railway,769.3,2272,64.3,29.3,6,10,58.8,37.3,5,27.7,1,15
Railway,306.9,248,71.3,58.9,2,15,72.0,50.3,16,23.3,0,0
Irrigation,34.1,10,83.4,72.9,0,21,45.1,14.9,37,25.2,0,0
Railway,361.5,275,56.2,60.2,3,4,59.8,21.9,2,43.4,1,16
Irrigation,123.7,169,52.7,46.0,3,16,91.1,76.9,13,32.4,1,66
Urban Infrastructure,540.0,453,95.7,77.7,3,80,34.6,29.9,8,27.9,1,129
Urban Infrastructure,502.5,346,60.2,52.0,5,24,100.0,100.0,6,30.7,0,0
Highway,409.9,172,77.7,77.0,3,34,49.5,54.6,12,26.4,1,49
Railway,304.4,256,68.8,64.8,1,47,67.0,54.9,14,32.1,1,31
Highway,627.0,686,69.5,44.8,2,53,88.6,97.3,7,19.3,0,0
Railway,668.7,736,94.9,77.6,4,12,94.7,100.0,15,50.3,0,0
Highway,126.5,100,70.6,55.1,2,4,72.4,62.4,1,28.1,1,86
Highway,406.9,322,66.3,52.1,1,38,49.1,28.4,11,57.1,1,28
Industrial Corridor,169.2,253,67.7,76.3,1,16,47.3,42.0,7,50.4,0,0
Railway,111.3,157,63.9,52.1,1,17,51.5,29.0,8,20.5,1,53
Urban Infrastructure,668.3,421,61.3,38.3,7,28,100.0,81.8,13,28.6,1,26
Highway,451.8,840,64.0,59.7,4,19,55.3,29.1,10,30.0,0,0
Highway,322.4,91,98.6,76.9,2,23,69.5,27.9,20,36.3,1,105
Railway,137.0,112,83.4,67.8,0,24,42.1,0.0,22,27.4,1,32
Highway,681.1,588,66.5,46.9,3,38,39.9,19.9,6,39.3,1,113
Highway,122.2,49,87.7,79.0,1,26,63.5,61.4,3,6.6,0,0
Urban Infrastructure,99.5,24,46.6,26.2,0,7,56.5,46.6,7,19.3,1,15
Highway,266.8,109,94.0,100.0,1,7,58.0,25.4,4,23.9,0,0
Highway,425.7,520,92.7,84.2,5,11,33.4,37.8,5,18.7,0,0
Irrigation,205.4,255,100.0,82.0,3,25,61.5,30.8,8,6.9,1,51
Railway,1600.0,1696,88.2,76.1,6,8,94.0,87.5,2,35.7,1,29
Irrigation,300.9,135,79.0,55.7,3,8,45.9,33.5,10,13.8,0,0
Railway,168.6,211,92.7,86.9,2,24,80.9,84.0,7,18.6,0,0
Industrial Corridor,184.1,86,62.0,61.7,1,12,0.0,10.9,4,34.3,1,190
Highway,825.3,697,65.7,80.6,5,50,47.0,42.2,1,39.5,1,18
Railway,248.7,178,71.0,66.8,2,12,24.8,0.0,13,19.8,1,29
Irrigation,653.2,367,93.9,78.7,3,31,87.7,89.2,14,14.6,0,0
Urban Infrastructure,54.3,56,58.3,39.6,1,17,80.6,47.4,13,17.1,0,0
Railway,547.2,629,56.6,68.2,2,6,42.3,41.9,4,38.3,1,91
Irrigation,142.7,62,75.8,51.3,0,12,68.8,75.8,9,38.9,0,0
Highway,459.1,340,83.5,89.1,1,18,87.0,74.2,14,29.7,0,0
Highway,141.7,158,60.8,54.5,1,12,90.1,70.9,9,28.7,0,0
Highway,194.6,16,82.7,82.7,0,46,54.9,43.1,8,11.5,0,0
Industrial Corridor,108.4,99,93.9,80.1,1,9,18.8,7.5,19,31.1,0,0
Highway,465.1,525,91.2,81.9,2,14,45.0,12.0,18,34.6,1,15
Industrial Corridor,514.8,481,77.7,60.2,2,26,78.3,67.9,5,27.8,0,0
Highway,146.6,141,70.6,36.8,0,60,100.0,98.1,5,28.2,1,41
Urban Infrastructure,69.5,47,99.8,86.2,1,28,61.9,69.9,4,14.7,0,0
Industrial Corridor,647.2,702,72.2,72.3,2,25,50.9,22.8,2,38.9,0,0
Highway,161.4,50,87.0,72.5,2,34,100.0,97.4,16,11.0,0,0
Highway,239.1,98,100.0,64.8,2,41,71.1,67.0,9,25.8,0,0
Highway,125.5,119,85.4,68.2,2,47,38.4,13.6,5,31.0,1,15
Urban Infrastructure,435.3,473,56.0,34.8,3,28,60.6,20.8,8,38.6,1,67
Highway,442.7,607,52.2,66.5,2,22,83.0,70.2,17,37.6,0,0
Irrigation,717.4,1223,67.2,53.8,3,9,61.6,54.7,2,38.5,1,122
Railway,557.8,253,83.4,79.2,3,23,78.9,70.0,16,22.7,1,26
Industrial Corridor,532.7,185,79.1,80.6,1,53,30.9,28.7,7,51.6,0,0
Railway,255.8,308,100.0,92.3,1,2,34.3,30.6,10,38.0,0,0
Railway,233.0,127,79.0,69.5,0,44,48.3,44.6,10,22.1,1,177
Urban Infrastructure,431.2,302,66.8,67.5,3,22,57.4,34.7,18,22.8,1,25
Highway,245.3,279,53.9,43.3,2,37,69.7,62.0,4,34.4,1,128
Industrial Corridor,570.4,464,90.9,85.3,3,29,75.7,46.3,25,20.9,0,0
Highway,118.8,127,71.9,54.1,1,20,100.0,92.7,3,11.9,1,66
Railway,53.1,23,47.9,36.7,1,22,48.2,44.7,5,26.9,0,0
Urban Infrastructure,397.3,346,72.4,59.1,4,31,56.7,28.5,11,2.0,0,0
Irrigation,178.0,153,56.1,34.4,2,10,48.8,39.5,17,29.9,1,15
Irrigation,103.6,141,65.2,49.4,0,20,84.6,77.5,4,33.0,0,0
Highway,1009.7,1546,72.1,64.2,3,28,85.7,76.2,3,23.1,0,0
Railway,273.6,147,57.5,78.7,2,33,54.0,23.0,17,38.6,1,36
Railway,83.3,31,64.2,49.0,1,31,100.0,86.4,6,35.4,0,0
Irrigation,161.5,178,60.1,64.9,1,16,48.8,21.1,6,14.8,0,0
Railway,218.3,49,60.5,53.7,0,21,83.6,78.1,8,26.5,1,43
Railway,391.7,449,55.9,42.7,2,7,92.1,66.8,7,20.3,1,110
Highway,162.2,194,64.3,37.6,0,42,35.8,23.2,11,22.4,1,120
Highway,241.8,124,57.7,23.9,1,24,74.6,52.4,3,38.6,1,117
Railway,330.3,33,81.4,86.3,0,21,8.5,0.0,2,32.9,0,0
Highway,374.7,476,75.2,85.6,0,21,79.5,84.6,10,18.1,0,0
Urban Infrastructure,255.1,406,91.1,78.5,2,17,41.0,30.9,10,28.5,0,0
Irrigation,816.9,1251,100.0,88.6,2,34,74.3,50.9,11,17.7,0,0
Highway,438.4,684,82.8,91.6,6,21,78.1,52.4,11,20.7,0,0
Irrigation,422.1,124,79.2,71.4,0,9,85.4,57.6,2,42.9,0,0
Industrial Corridor,411.6,310,83.8,67.4,2,11,80.8,70.2,11,54.0,1,124
Highway,573.3,491,79.5,88.7,1,6,64.1,32.0,10,45.6,0,0
Highway,314.9,246,72.8,78.7,2,52,55.4,56.3,3,29.1,0,0
Highway,117.1,125,71.5,72.5,1,18,61.5,74.9,14,28.0,0,0
Highway,362.4,130,55.7,50.7,1,55,40.7,35.9,4,37.2,0,0
Industrial Corridor,394.8,87,85.4,67.7,0,23,58.8,31.9,4,27.1,0,0
Urban Infrastructure,632.7,107,71.5,68.1,1,15,57.2,64.5,11,10.3,0,0
Highway,107.1,138,95.2,86.4,1,18,47.2,60.2,3,46.0,0,0
Industrial Corridor,131.1,38,86.6,47.2,2,22,28.2,45.0,6,12.9,1,15
Highway,280.1,218,62.0,67.4,2,9,37.5,17.5,6,39.3,1,38
Irrigation,419.6,208,91.9,93.0,2,7,0.0,12.7,5,34.4,0,0
Industrial Corridor,90.2,46,31.0,13.5,1,39,56.8,39.6,4,46.5,1,82
Railway,109.7,70,100.0,78.2,3,14,70.2,66.1,23,35.5,0,0
Highway,488.9,257,50.6,36.8,2,56,9.3,11.9,11,19.5,1,122
Irrigation,93.6,21,79.9,46.6,1,29,67.7,73.7,5,37.9,1,48
Urban Infrastructure,132.6,85,78.8,66.4,1,14,60.6,48.5,5,22.0,0,0
Highway,509.7,220,90.0,100.0,1,70,39.5,41.8,9,15.2,1,35
Highway,415.5,173,66.7,57.3,0,41,54.4,45.5,6,5.9,1,15
Highway,163.5,302,37.7,37.7,0,5,84.0,69.0,9,24.6,1,45
Irrigation,383.3,100,66.8,39.4,0,11,43.5,25.3,3,7.4,0,0
Irrigation,334.0,208,68.5,47.0,1,16,64.6,41.6,8,41.8,0,0
Industrial Corridor,247.8,203,39.2,53.5,0,64,69.9,58.4,12,8.7,1,74
Industrial Corridor,201.4,373,72.7,45.8,3,3,46.6,53.4,8,21.8,1,20
Urban Infrastructure,372.9,125,54.8,33.6,2,25,83.2,67.2,6,22.3,1,25
Industrial Corridor,101.3,151,82.4,78.9,1,81,71.1,52.3,10,27.9,0,0
Highway,370.0,237,68.1,61.2,1,17,58.0,51.7,1,16.5,0,0
Irrigation,312.4,204,100.0,72.5,2,24,100.0,95.3,12,38.5,0,0
Highway,328.5,340,67.9,87.5,1,14,83.3,37.2,2,27.8,1,22
Railway,127.7,207,78.9,64.7,1,10,29.3,39.7,13,25.8,0,0
Urban Infrastructure,643.0,336,68.6,45.3,2,33,55.2,38.8,6,18.8,1,20
Irrigation,164.0,140,46.0,39.2,5,33,100.0,75.3,1,32.0,1,51
Urban Infrastructure,185.3,146,68.7,51.6,0,27,43.4,39.5,12,41.4,1,22
Railway,240.6,184,84.1,74.7,1,12,64.3,57.8,14,55.6,1,79
Irrigation,414.8,473,81.6,84.6,1,27,87.6,84.6,6,15.6,0,0
Railway,321.6,145,67.3,70.6,1,5,76.0,67.0,14,24.5,1,94
Highway,67.0,38,48.7,30.7,2,29,78.9,56.4,9,5.0,0,0
Highway,270.7,61,82.3,83.2,1,10,77.8,71.8,10,33.5,0,0
Irrigation,287.4,284,78.7,92.0,3,9,63.5,7.8,15,11.0,1,15
Highway,653.2,485,85.5,75.8,1,53,47.2,45.0,9,29.0,1,28
Urban Infrastructure,215.6,344,67.6,66.8,4,1,71.7,42.0,12,39.6,1,36
Highway,390.6,128,45.1,53.9,0,17,54.9,37.7,22,21.5,1,77
Highway,1308.3,2592,80.5,71.5,3,5,53.4,42.8,12,15.7,1,181
Industrial Corridor,581.6,631,71.9,53.2,3,22,92.6,61.5,6,40.5,0,0
Highway,121.8,13,94.3,86.0,1,11,55.4,70.4,9,33.8,0,0
Urban Infrastructure,452.7,479,72.5,79.4,2,6,97.1,81.7,5,13.6,0,0
Industrial Corridor,371.0,181,71.3,56.6,2,14,68.1,69.8,9,27.5,0,0
Highway,210.2,127,78.7,56.2,0,8,59.8,57.3,6,16.6,0,0
Irrigation,456.3,248,62.4,23.4,0,9,26.6,24.8,10,37.7,1,173
Irrigation,120.3,173,61.7,33.5,3,30,100.0,100.0,13,27.4,0,0
Industrial Corridor,166.7,33,70.4,76.5,0,5,62.9,78.7,5,42.8,1,92
Industrial Corridor,242.5,161,57.3,37.3,1,23,17.6,2.8,8,15.8,1,31
Industrial Corridor,202.8,141,68.3,56.7,1,17,82.8,74.8,4,28.5,0,0
Irrigation,423.6,225,100.0,100.0,0,10,62.0,57.5,5,25.9,0,0
Railway,265.3,103,88.7,76.7,1,30,44.4,24.0,9,28.8,1,15
Irrigation,187.3,23,76.9,42.0,2,57,81.6,65.8,6,19.8,0,0
Urban Infrastructure,575.3,385,96.8,72.1,5,18,12.0,7.0,17,2.0,1,392
Irrigation,412.9,407,58.8,65.0,1,19,48.7,0.0,2,33.5,1,43
Irrigation,80.2,60,100.0,91.8,1,7,57.0,32.7,19,26.6,0,0
Railway,78.7,31,64.6,49.7,2,5,80.0,34.3,12,16.9,1,15
Industrial Corridor,188.4,132,100.0,100.0,3,17,100.0,97.2,11,20.5,0,0
Urban Infrastructure,89.7,144,100.0,100.0,0,3,58.1,45.4,12,13.1,0,0
Highway,516.2,240,43.9,33.7,4,3,72.2,81.8,12,5.6,0,0
Highway,173.1,140,95.5,85.2,1,25,100.0,96.0,6,37.4,0,0
Irrigation,390.2,343,67.5,85.2,0,5,63.1,62.9,13,32.3,1,73
Railway,448.5,123,62.9,49.5,1,26,72.4,18.5,9,11.1,1,61
Irrigation,45.9,27,80.4,57.2,2,43,38.3,39.7,2,53.8,0,0
Highway,179.4,106,55.9,51.0,3,24,100.0,94.5,5,13.6,0,0
Railway,234.3,170,80.0,71.2,1,4,48.7,61.5,4,33.9,0,0
